Timestamp,X_AXIS_CHEAT,Y_AXIS_CHEAT
0.0,0,0
40.0,0,0
80.0,0,0
120.0,0,0
160.0,0,0
200.0,0,0
240.0,0,0
280.0,0,0
320.0,0,0
360.0,0,0
400.0,0,0
440.0,0,0
480.0,0,0
520.0,0,0
560.0,0,0
600.0,0,0
640.0,0,0
680.0,0,0
720.0,0,0
760.0,0,0
800.0,0,0
840.0,0,0
880.0,0,0
920.0,0,0
960.0,0,0
1000.0,0,0
1040.0,0,0
1080.0,0,0
1120.0,0,0
1160.0,0,0
1200.0,0,0
1240.0,0,0
1280.0,0,0
1320.0,0,0
1360.0,0,0
1400.0000000000002,0,0
1440.0,0,0
1480.0,0,1
1520.0,0,0
1560.0,0,0
1600.0,0,0
1640.0000000000002,0,0
1680.0,0,0
1720.0,0,0
1760.0,0,0
1800.0,0,0
1840.0,0,0
1880.0000000000002,0,1
1920.0,0,1
1960.0,0,1
2000.0,0,1
2040.0,0,1
2080.0,0,1
2120.0,0,1
2160.0,0,1
2200.0,0,1
2240.0,0,0
2280.0000000000005,0,0
2320.0,0,0
2360.0,0,0
2400.0,0,0
2440.0,0,0
2480.0,0,0
2520.0,0,0
2560.0,0,1
2600.0,0,1
2640.0,0,1
2680.0,0,0
2720.0,0,0
2760.0000000000005,0,0
2800.0000000000005,0,1
2840.0,0,0
2880.0,0,1
2920.0,0,0
2960.0,0,1
3000.0,0,1
3040.0,0,1
3080.0,0,1
3120.0,0,1
3160.0,0,1
3200.0,0,1
3240.0,0,1
3280.0000000000005,0,1
3320.0000000000005,0,1
3360.0,0,1
3400.0,0,1
3440.0,0,1
3480.0,0,1
3520.0,0,1
3560.0,0,1
3600.0,0,1
3640.0,0,1
3680.0,0,1
3720.0,0,1
3760.0000000000005,0,1
3800.0000000000005,0,1
3840.0,0,1
3880.0,0,1
3920.0,0,1
3960.0,0,1
4000.0,0,1
4040.0,0,1
4080.0,0,1
4120.0,0,1
4160.0,0,1
4200.0,0,1
4240.0,0,1
4280.0,0,1
4320.0,0,1
4360.0,0,1
4400.0,0,1
4440.0,0,1
4480.0,0,1
4520.000000000001,0,1
4560.000000000001,0,1
4600.000000000001,0,1
4640.0,0,1
4680.0,0,1
4720.0,0,1
4760.0,0,1
4800.0,0,1
4840.0,0,1
4880.0,0,1
4920.0,0,1
4960.0,0,1
5000.0,0,1
5040.0,0,1
5080.0,0,1
5120.0,0,1
5160.0,0,1
5200.0,0,1
5240.0,0,1
5280.0,0,1
5320.0,0,1
5360.0,0,1
5400.0,0,1
5440.0,0,1
5480.0,0,1
5520.000000000001,0,1
5560.000000000001,0,1
5600.000000000001,0,1
5640.0,0,1
5680.0,0,1
5720.0,0,1
5760.0,0,1
5800.0,0,1
5840.0,0,1
5880.0,0,1
5920.0,0,1
5960.0,0,1
6000.0,0,1
6040.0,0,1
6080.0,0,1
6120.0,0,1
6160.0,0,1
6200.0,0,1
6240.0,0,1
