Timestamp,Audio_Cheat
0.0,0
0.04,0
0.08,0
0.12,0
0.16,0
0.2,0
0.24,0
0.28,0
0.32,0
0.36,0
0.4,0
0.44,0
0.48,0
0.52,0
0.56,0
0.6,0
0.64,0
0.68,0
0.72,0
0.76,0
0.8,0
0.84,0
0.88,0
0.92,0
0.96,0
1.0,0
1.04,0
1.08,0
1.12,0
1.16,0
1.2,0
1.24,0
1.28,0
1.32,0
1.36,0
1.4000000000000001,0
1.44,0
1.48,0
1.52,0
1.56,1
1.6,0
1.6400000000000001,0
1.68,0
1.72,0
1.76,0
1.8,0
1.84,0
1.8800000000000001,0
1.92,0
1.96,0
2.0,0
2.04,0
2.08,0
2.12,0
2.16,0
2.2,0
2.24,0
2.2800000000000002,0
2.32,0
2.36,0
2.4,0
2.44,0
2.48,0
2.52,0
2.56,0
2.6,0
2.64,0
2.68,0
2.72,1
2.7600000000000002,1
2.8000000000000003,1
2.84,0
2.88,0
2.92,0
2.96,0
3.0,0
3.04,0
3.08,0
3.12,1
3.16,0
3.2,0
3.24,0
3.2800000000000002,0
3.3200000000000003,0
3.36,0
3.4,0
3.44,0
3.48,0
3.52,0
3.56,0
3.6,0
3.64,0
3.68,0
3.72,0
3.7600000000000002,0
3.8000000000000003,0
3.84,0
3.88,0
3.92,0
3.96,0
4.0,0
4.04,0
4.08,0
4.12,0
4.16,0
4.2,0
4.24,0
4.28,0
4.32,0
4.36,0
4.4,0
4.44,0
4.48,0
4.5200000000000005,0
4.5600000000000005,0
4.6000000000000005,0
4.64,0
4.68,0
4.72,0
4.76,0
4.8,0
4.84,0
4.88,0
4.92,0
4.96,0
5.0,0
5.04,0
5.08,0
5.12,0
5.16,0
5.2,0
5.24,0
5.28,0
5.32,0
5.36,0
5.4,0
5.44,0
5.48,0
5.5200000000000005,0
5.5600000000000005,0
5.6000000000000005,0
5.64,0
5.68,0
5.72,0
5.76,0
5.8,0
5.84,0
5.88,0
5.92,0
5.96,0
6.0,0
6.04,0
6.08,0
6.12,0
6.16,0
6.2,0
6.24,0
6.28,0
6.32,0
6.36,0
6.4,0
6.44,0
6.48,0
6.5200000000000005,0
6.5600000000000005,0
6.6000000000000005,0
6.640000000000001,0
6.68,0
6.72,0
6.76,0
6.8,0
6.84,0
6.88,0
6.92,0
6.96,0
7.0,0
7.04,0
7.08,0
7.12,0
7.16,0
7.2,0
7.24,0
7.28,0
7.32,0
7.36,0
7.4,0
7.44,0
7.48,0
7.5200000000000005,0
7.5600000000000005,0
7.6000000000000005,0
7.640000000000001,0
7.68,0
7.72,0
7.76,0
7.8,0
7.84,0
7.88,0
7.92,0
7.96,0
8.0,0
8.040000000000001,0
8.08,0
8.120000000000001,0
8.16,0
8.2,0
8.24,0
8.28,0
8.32,0
8.36,0
8.4,0
8.44,0
8.48,0
8.52,0
8.56,0
8.6,0
8.64,0
8.68,0
8.72,0
8.76,0
8.8,0
8.84,0
8.88,0
8.92,0
8.96,1
9.0,0
9.040000000000001,0
9.08,0
9.120000000000001,0
9.16,0
9.200000000000001,0
9.24,0
9.28,0
9.32,0
9.36,0
9.4,0
9.44,0
9.48,0
9.52,0
9.56,0
9.6,0
9.64,0
9.68,0
9.72,0
9.76,0
9.8,0
9.84,0
9.88,0
9.92,0
9.96,0
10.0,0
10.040000000000001,0
10.08,0
10.120000000000001,0
10.16,0
10.200000000000001,0
10.24,0
10.28,0
10.32,0
10.36,0
10.4,0
10.44,0
10.48,0
10.52,0
10.56,0
10.6,0
10.64,0
10.68,0
10.72,0
10.76,0
10.8,0
10.84,0
10.88,0
10.92,0
10.96,0
11.0,0
11.040000000000001,0
11.08,1
11.120000000000001,1
11.16,1
11.200000000000001,0
11.24,0
11.28,1
11.32,1
11.36,1
11.4,1
11.44,0
11.48,0
11.52,0
11.56,0
11.6,1
11.64,0
11.68,0
11.72,0
11.76,0
11.8,0
11.84,0
11.88,0
11.92,0
11.96,0
12.0,0
12.040000000000001,0
12.08,0
12.120000000000001,0
12.16,0
12.200000000000001,0
12.24,0
12.280000000000001,0
12.32,0
12.36,0
12.4,0
12.44,0
12.48,0
12.52,0
12.56,0
12.6,0
12.64,0
12.68,0
12.72,0
12.76,0
12.8,0
12.84,0
12.88,0
12.92,0
12.96,0
13.0,0
13.040000000000001,0
13.08,0
13.120000000000001,0
13.16,0
13.200000000000001,0
13.24,0
13.280000000000001,0
13.32,0
13.36,0
13.4,0
13.44,0
13.48,0
13.52,0
13.56,1
13.6,0
13.64,0
13.68,0
13.72,0
13.76,0
13.8,0
13.84,0
13.88,0
13.92,0
13.96,1
14.0,0
14.040000000000001,0
14.08,0
14.120000000000001,0
14.16,0
14.200000000000001,0
14.24,0
14.280000000000001,0
14.32,0
14.36,0
14.4,0
14.44,0
14.48,0
14.52,0
14.56,0
14.6,0
14.64,0
14.68,0
14.72,0
14.76,0
14.8,0
14.84,0
14.88,0
14.92,0
14.96,0
15.0,0
15.040000000000001,0
15.08,0
15.120000000000001,0
15.16,0
15.200000000000001,0
15.24,0
15.280000000000001,0
15.32,0
15.36,0
15.4,0
15.44,0
15.48,0
15.52,0
15.56,0
15.6,0
15.64,0
15.68,0
15.72,0
15.76,0
15.8,0
15.84,0
15.88,0
15.92,0
15.96,0
16.0,0
16.04,0
16.080000000000002,0
16.12,0
16.16,0
16.2,0
16.240000000000002,0
16.28,0
16.32,1
16.36,0
16.4,0
16.44,0
16.48,0
16.52,0
16.56,0
16.6,0
16.64,0
16.68,0
16.72,0
16.76,0
16.8,0
16.84,0
16.88,0
16.92,0
16.96,0
17.0,0
17.04,0
17.080000000000002,0
17.12,0
17.16,0
17.2,0
17.240000000000002,0
17.28,0
17.32,0
17.36,0
17.400000000000002,0
17.44,0
17.48,0
17.52,0
17.56,0
17.6,0
17.64,0
17.68,0
17.72,0
17.76,0
17.8,0
17.84,0
17.88,0
17.92,0
17.96,0
18.0,0
18.04,0
18.080000000000002,0
18.12,0
18.16,0
18.2,0
18.240000000000002,0
18.28,0
18.32,0
18.36,0
18.400000000000002,0
18.44,0
18.48,0
18.52,0
18.56,0
18.6,0
18.64,0
18.68,0
18.72,0
18.76,0
18.8,0
18.84,0
18.88,0
18.92,0
18.96,1
19.0,0
19.04,1
19.080000000000002,0
19.12,0
19.16,0
19.2,0
19.240000000000002,0
19.28,0
19.32,0
19.36,0
19.400000000000002,0
19.44,0
19.48,0
19.52,0
19.56,0
19.6,0
19.64,0
19.68,0
19.72,0
19.76,0
19.8,0
19.84,0
19.88,0
19.92,0
19.96,0
20.0,0
20.04,0
20.080000000000002,0
20.12,0
20.16,0
20.2,0
20.240000000000002,0
20.28,0
20.32,0
20.36,0
20.400000000000002,0
20.44,0
20.48,0
20.52,0
20.56,0
20.6,0
20.64,0
20.68,0
20.72,0
20.76,0
20.8,0
20.84,0
20.88,0
20.92,0
20.96,0
21.0,0
21.04,0
21.080000000000002,0
21.12,0
21.16,0
21.2,0
21.240000000000002,0
21.28,0
21.32,0
21.36,0
21.400000000000002,0
21.44,0
21.48,0
21.52,0
21.56,0
21.6,0
21.64,0
21.68,0
21.72,0
21.76,0
21.8,0
21.84,0
21.88,0
21.92,0
21.96,0
22.0,0
22.04,0
22.080000000000002,0
22.12,0
22.16,0
22.2,0
22.240000000000002,0
22.28,0
22.32,0
22.36,0
22.400000000000002,0
22.44,0
22.48,0
22.52,0
22.56,0
22.6,0
22.64,0
22.68,0
22.72,0
22.76,0
22.8,0
22.84,0
22.88,0
22.92,0
22.96,0
23.0,0
23.04,0
23.080000000000002,0
23.12,0
23.16,0
23.2,0
23.240000000000002,0
23.28,0
23.32,0
23.36,0
23.400000000000002,0
23.44,0
23.48,0
23.52,0
23.56,0
23.6,0
23.64,0
23.68,0
23.72,0
23.76,0
23.8,0
23.84,0
23.88,0
23.92,0
23.96,0
24.0,0
24.04,0
24.080000000000002,0
24.12,0
24.16,0
24.2,0
24.240000000000002,0
24.28,0
24.32,0
24.36,0
24.400000000000002,0
24.44,0
24.48,0
24.52,0
24.560000000000002,0
24.6,0
24.64,0
24.68,0
24.72,0
24.76,0
24.8,0
24.84,0
24.88,0
24.92,0
24.96,0
25.0,0
25.04,0
25.080000000000002,0
25.12,0
25.16,0
25.2,0
25.240000000000002,0
25.28,0
25.32,0
25.36,0
25.400000000000002,0
25.44,0
25.48,0
25.52,0
25.560000000000002,0
25.6,0
25.64,0
25.68,0
25.72,0
25.76,0
25.8,0
25.84,0
25.88,0
25.92,0
25.96,0
26.0,0
26.04,0
26.080000000000002,0
26.12,0
26.16,0
26.2,0
26.240000000000002,0
26.28,0
26.32,0
26.36,0
26.400000000000002,0
26.44,0
26.48,0
26.52,0
26.560000000000002,0
26.6,0
26.64,0
26.68,0
26.72,0
26.76,0
26.8,0
26.84,0
26.88,0
26.92,0
26.96,0
27.0,0
27.04,0
27.080000000000002,0
27.12,0
27.16,0
27.2,0
27.240000000000002,0
27.28,0
27.32,0
27.36,0
27.400000000000002,0
27.44,0
27.48,0
27.52,0
27.560000000000002,0
27.6,0
27.64,0
27.68,0
27.72,0
27.76,0
27.8,0
27.84,0
27.88,0
27.92,0
27.96,0
28.0,0
28.04,0
28.080000000000002,0
28.12,0
28.16,0
28.2,0
28.240000000000002,0
28.28,0
28.32,0
28.36,0
28.400000000000002,0
28.44,0
28.48,0
28.52,0
28.560000000000002,0
28.6,0
28.64,0
28.68,0
28.72,0
28.76,0
28.8,0
28.84,0
28.88,0
28.92,0
28.96,0
29.0,0
29.04,0
29.080000000000002,0
29.12,0
29.16,0
29.2,0
29.240000000000002,0
29.28,0
29.32,0
29.36,0
29.400000000000002,0
29.44,0
29.48,0
29.52,0
29.560000000000002,0
29.6,0
29.64,0
29.68,0
29.72,0
29.76,0
29.8,0
29.84,0
29.88,0
29.92,0
29.96,0
30.0,0
30.04,0
30.080000000000002,0
30.12,0
30.16,0
30.2,0
30.240000000000002,0
30.28,0
30.32,0
30.36,0
30.400000000000002,0
30.44,0
30.48,0
30.52,0
30.560000000000002,0
30.6,0
30.64,0
30.68,0
30.72,0
30.76,0
30.8,0
30.84,0
30.88,0
30.92,0
30.96,0
31.0,0
31.04,0
31.080000000000002,0
31.12,0
31.16,0
31.2,0
31.240000000000002,0
31.28,0
31.32,0
31.36,0
31.400000000000002,0
31.44,0
31.48,0
31.52,0
31.560000000000002,0
31.6,0
31.64,0
31.68,0
31.720000000000002,0
31.76,0
31.8,0
31.84,0
31.88,0
31.92,0
31.96,0
32.0,0
32.04,0
32.08,0
32.12,0
32.160000000000004,0
32.2,0
32.24,0
32.28,0
32.32,0
32.36,0
32.4,0
32.44,0
32.480000000000004,0
32.52,0
32.56,0
32.6,0
32.64,0
32.68,0
32.72,0
32.76,0
