Timestamp,X_AXIS_CHEAT,Y_AXIS_CHEAT
6280.0,0,0
6320.0,0,0
6360.0,0,0
6400.0,0,0
6440.0,0,0
6480.0,0,0
6520.000000000001,0,0
6560.000000000001,0,0
6600.000000000001,0,0
6640.000000000001,0,0
6680.0,0,0
6720.0,0,0
6760.0,0,0
6800.0,0,0
6840.0,0,0
6880.0,0,0
6920.0,0,0
6960.0,0,0
7000.0,0,0
7040.0,0,0
7080.0,0,0
7120.0,0,0
7160.0,0,0
7200.0,0,0
7240.0,0,0
7280.0,0,0
7320.0,0,0
7360.0,0,0
7400.0,0,0
7440.0,0,0
7480.0,0,0
7520.000000000001,0,0
7560.000000000001,0,0
7600.000000000001,0,0
7640.000000000001,0,0
7680.0,0,0
7720.0,0,0
7760.0,0,0
7800.0,0,0
7840.0,0,0
7880.0,0,0
7920.0,0,0
7960.0,0,0
8000.0,0,0
8040.000000000001,0,0
8080.0,0,0
8120.000000000001,0,0
8160.0,0,0
8200.0,0,0
8240.0,0,0
8280.0,0,0
8320.0,0,0
8360.0,0,0
8400.0,0,0
8440.0,0,0
8480.0,0,0
8520.0,0,0
8560.0,0,0
8600.0,0,0
8640.0,0,0
8680.0,0,0
8720.0,0,0
8760.0,0,0
8800.0,0,0
8840.0,0,0
8880.0,0,0
8920.0,0,0
8960.0,0,0
9000.0,0,0
9040.000000000002,0,0
9080.0,0,0
9120.000000000002,0,0
9160.0,0,0
9200.000000000002,0,0
9240.0,0,0
9280.0,0,0
9320.0,0,0
9360.0,0,0
9400.0,0,1
9440.0,0,1
9480.0,0,0
9520.0,0,1
9560.0,0,1
9600.0,0,0
9640.0,0,0
9680.0,0,0
9720.0,0,0
9760.0,0,0
9800.0,0,0
9840.0,0,0
9880.0,0,0
9920.0,0,0
9960.0,0,0
10000.0,0,0
10040.000000000002,0,0
10080.0,0,0
10120.000000000002,0,0
10160.0,0,0
10200.000000000002,0,0
10240.0,0,0
10280.0,0,0
10320.0,0,0
10360.0,0,0
10400.0,0,0
10440.0,0,0
10480.0,0,0
10520.0,0,0
10560.0,0,0
10600.0,0,0
10640.0,0,0
10680.0,0,0
10720.0,0,0
10760.0,0,0
10800.0,0,0
10840.0,0,0
10880.0,0,0
10920.0,0,0
10960.0,0,0
11000.0,0,0
11040.000000000002,0,0
11080.0,0,0
11120.000000000002,0,0
11160.0,0,0
11200.000000000002,0,0
11240.0,0,0
11280.0,1,0
11320.0,1,0
11360.0,1,0
11400.0,1,0
11440.0,1,0
11480.0,1,0
11520.0,1,0
11560.0,1,0
11600.0,1,0
11640.0,1,0
11680.0,1,0
11720.0,1,0
11760.0,1,0
11800.0,1,0
11840.0,1,0
11880.0,1,0
11920.0,1,0
11960.0,1,0
12000.0,1,0
12040.000000000002,0,0
12080.0,0,0
12120.000000000002,0,0
12160.0,0,0
12200.000000000002,0,0
12240.0,0,0
12280.000000000002,0,0
12320.0,0,0
12360.0,0,0
12400.0,0,0
12440.0,0,0
12480.0,0,0
12520.0,0,0
12560.0,0,0
12600.0,0,0
12640.0,0,0
12680.0,0,0
12720.0,0,0
12760.0,0,0
12800.0,0,0
12840.0,1,0
12880.0,0,0
12920.0,0,0
12960.0,0,0
13000.0,0,0
13040.000000000002,0,0
13080.0,0,0
13120.000000000002,0,0
13160.0,0,0
13200.000000000002,0,0
13240.0,0,0
13280.000000000002,0,0
13320.0,0,0
13360.0,0,0
13400.0,0,0
13440.0,0,0
13480.0,0,0
13520.0,0,0
13560.0,0,0
13600.0,0,0
13640.0,0,0
13680.0,0,0
13720.0,0,0
13760.0,0,0
13800.0,0,0
13840.0,0,0
13880.0,0,0
13920.0,0,0
13960.0,0,0
14000.0,0,0
14040.000000000002,0,0
14080.0,0,0
14120.000000000002,0,0
14160.0,0,0
14200.000000000002,0,0
14240.0,0,0
14280.000000000002,0,1
14320.0,0,0
14360.0,0,0
14400.0,0,1
14440.0,0,1
14480.0,0,1
14520.0,0,1
14560.0,0,1
14600.0,0,1
14640.0,0,1
14680.0,0,1
14720.0,0,1
14760.0,0,1
14800.0,0,1
14840.0,0,1
14880.0,0,1
14920.0,0,1
14960.0,0,1
15000.0,0,1
15040.000000000002,0,1
15080.0,0,1
15120.000000000002,0,1
15160.0,0,1
15200.000000000002,0,1
15240.0,0,1
15280.000000000002,0,1
15320.0,0,1
15360.0,0,1
15400.0,0,1
15440.0,0,1
15480.0,0,1
15520.0,0,1
15560.0,0,1
15600.0,0,1
15640.0,0,1
15680.0,0,1
15720.0,0,1
15760.0,0,1
15800.0,0,1
15840.0,0,1
15880.0,0,1
15920.0,0,1
15960.0,0,1
16000.0,0,1
16040.0,0,1
16080.000000000002,0,1
16120.000000000002,0,1
16160.0,0,1
16200.0,0,1
16240.000000000002,0,1
16280.000000000002,0,1
16320.0,0,1
16360.0,0,1
16400.0,0,1
16440.0,0,1
16480.0,0,1
16520.0,0,1
16560.0,0,1
16600.0,0,1
16640.0,0,1
16680.0,0,1
16720.0,0,1
16760.0,0,1
16800.0,0,1
16840.0,0,1
16880.0,0,1
16920.0,0,1
16960.0,0,1
17000.0,0,1
17040.0,0,1
17080.000000000004,0,1
17120.0,0,1
17160.0,0,1
17200.0,0,1
17240.000000000004,0,1
17280.0,0,1
17320.0,0,1
17360.0,0,1
17400.000000000004,0,1
17440.0,0,1
17480.0,0,1
17520.0,0,1
17560.0,0,1
17600.0,0,1
17640.0,0,1
17680.0,0,1
17720.0,0,1
17760.0,0,1
17800.0,0,1
17840.0,0,1
17880.0,0,1
17920.0,0,1
17960.0,0,1
18000.0,0,1
18040.0,0,1
18080.000000000004,0,1
18120.0,0,1
18160.0,0,1
18200.0,0,1
18240.000000000004,0,1
18280.0,0,1
18320.0,0,1
18360.0,0,1
18400.000000000004,0,1
18440.0,0,1
18480.0,0,1
18520.0,0,1
18560.0,0,1
18600.0,0,1
18640.0,0,1
18680.0,0,1
18720.0,0,1
18760.0,0,1
18800.0,0,1
18840.0,0,1
18880.0,0,1
18920.0,0,1
18960.0,0,1
19000.0,0,1
19040.0,0,1
19080.000000000004,0,1
19120.0,0,1
19160.0,0,1
19200.0,0,1
19240.000000000004,0,1
19280.0,0,1
19320.0,1,1
19360.0,1,1
19400.000000000004,1,1
19440.0,1,1
19480.0,1,1
19520.0,1,1
19560.0,1,1
19600.0,1,1
19640.0,1,1
19680.0,1,1
19720.0,1,1
19760.0,1,1
19800.0,1,1
19840.0,1,1
19880.0,1,1
19920.0,1,1
19960.0,1,1
20000.0,1,1
20040.0,1,1
20080.000000000004,1,1
20120.0,1,1
20160.0,1,1
20200.0,1,1
20240.000000000004,1,1
20280.0,1,1
20320.0,1,1
20360.0,1,1
20400.000000000004,1,1
20440.0,1,1
20480.0,1,1
20520.0,1,1
20560.0,1,1
20600.0,1,1
20640.0,1,1
20680.0,1,1
20720.0,1,1
20760.0,1,1
20800.0,1,1
20840.0,1,1
20880.0,1,1
20920.0,1,1
20960.0,1,1
21000.0,1,1
21040.0,1,1
21080.000000000004,1,1
21120.0,1,1
21160.0,1,1
21200.0,1,1
21240.000000000004,0,1
21280.0,0,1
21320.0,0,1
21360.0,0,1
21400.000000000004,0,1
21440.0,0,1
21480.0,0,1
21520.0,0,1
21560.0,0,1
21600.0,0,1
21640.0,0,1
21680.0,0,1
21720.0,0,1
21760.0,0,1
21800.0,0,1
21840.0,0,1
21880.0,0,1
21920.0,0,1
21960.0,0,1
22000.0,0,1
22040.0,0,1
22080.000000000004,0,1
22120.0,0,1
22160.0,0,1
22200.0,0,1
22240.000000000004,0,1
22280.0,0,1
22320.0,0,1
22360.0,0,1
22400.000000000004,0,1
22440.0,0,1
22480.0,0,1
22520.0,0,1
22560.0,0,1
22600.0,0,1
22640.0,0,1
22680.0,0,1
22720.0,0,1
22760.0,0,1
22800.0,0,1
22840.0,0,1
22880.0,0,1
22920.0,0,1
22960.0,0,1
23000.0,0,1
23040.0,0,1
23080.000000000004,0,1
23120.0,0,1
23160.0,0,1
23200.0,0,1
23240.000000000004,0,1
23280.0,0,1
23320.0,0,1
23360.0,0,1
23400.000000000004,0,1
23440.0,0,1
23480.0,0,1
23520.0,0,1
23560.0,0,1
23600.0,0,1
23640.0,0,1
23680.0,0,1
23720.0,0,1
23760.0,0,1
23800.0,0,1
23840.0,0,1
23880.0,0,1
23920.0,0,1
23960.0,0,1
24000.0,0,1
24040.0,0,1
24080.000000000004,0,1
24120.0,0,1
24160.0,0,1
24200.0,0,1
24240.000000000004,0,1
24280.0,0,1
24320.0,0,1
24360.0,0,1
24400.000000000004,0,1
24440.0,0,1
24480.0,0,1
24520.0,0,1
24560.000000000004,0,1
24600.0,0,1
24640.0,0,1
24680.0,0,1
24720.0,0,1
24760.0,0,1
24800.0,0,1
24840.0,0,1
24880.0,0,1
24920.0,0,1
24960.0,0,1
25000.0,0,1
25040.0,0,1
25080.000000000004,0,1
25120.0,0,1
25160.0,0,1
25200.0,0,1
25240.000000000004,0,1
25280.0,0,1
25320.0,0,1
25360.0,0,1
25400.000000000004,0,1
25440.0,0,1
25480.0,0,1
25520.0,0,1
25560.000000000004,0,1
25600.0,0,1
25640.0,0,1
25680.0,0,1
25720.0,0,1
25760.0,0,1
25800.0,0,1
25840.0,0,1
25880.0,0,1
25920.0,0,1
25960.0,0,1
26000.0,0,1
26040.0,0,1
26080.000000000004,0,1
26120.0,0,1
26160.0,0,1
26200.0,0,1
26240.000000000004,0,1
26280.0,0,1
26320.0,0,1
26360.0,0,1
26400.000000000004,0,1
26440.0,0,1
26480.0,0,1
26520.0,0,1
26560.000000000004,0,0
26600.0,0,0
26640.0,0,0
26680.0,0,0
26720.0,0,0
26760.0,0,0
26800.0,0,0
26840.0,0,0
26880.0,0,0
26920.0,0,0
26960.0,0,0
27000.0,0,0
27040.0,0,0
27080.000000000004,0,0
27120.0,0,0
27160.0,0,0
27200.0,0,0
27240.000000000004,0,0
27280.0,0,0
27320.0,0,0
27360.0,0,0
27400.000000000004,0,0
27440.0,0,0
27480.0,0,0
27520.0,0,0
27560.000000000004,0,0
27600.0,0,0
27640.0,0,0
27680.0,0,0
27720.0,0,0
27760.0,0,0
27800.0,0,0
27840.0,0,0
27880.0,0,0
27920.0,0,0
27960.0,0,0
28000.0,0,0
28040.0,0,1
28080.000000000004,0,1
28120.0,0,1
28160.0,0,1
28200.0,1,1
28240.000000000004,1,1
28280.0,1,1
28320.0,1,1
28360.0,1,1
28400.000000000004,1,1
28440.0,1,1
28480.0,1,1
28520.0,1,1
28560.000000000004,1,1
28600.0,1,1
28640.0,1,0
28680.0,1,0
28720.0,0,0
28760.0,0,0
28800.0,0,0
28840.0,0,0
28880.0,0,0
28920.0,0,0
28960.0,0,0
29000.0,0,0
29040.0,0,0
29080.000000000004,0,0
29120.0,0,0
29160.0,0,0
29200.0,0,0
29240.000000000004,0,0
29280.0,0,0
29320.0,0,0
29360.0,0,0
29400.000000000004,0,0
29440.0,0,0
29480.0,0,0
29520.0,0,0
29560.000000000004,0,0
29600.0,0,0
29640.0,0,0
29680.0,0,0
29720.0,0,0
29760.0,0,0
29800.0,0,0
29840.0,0,0
29880.0,0,0
29920.0,0,0
29960.0,0,0
30000.0,0,0
30040.0,0,0
30080.000000000004,0,0
30120.0,1,0
30160.0,1,0
30200.0,0,0
30240.000000000004,1,0
30280.0,1,0
30320.0,1,0
30360.0,1,0
30400.000000000004,1,0
30440.0,1,0
30480.0,1,0
30520.0,1,0
30560.000000000004,1,0
30600.0,1,0
30640.0,1,0
30680.0,1,0
30720.0,0,0
30760.0,1,0
30800.0,1,0
30840.0,1,0
30880.0,1,0
30920.0,1,0
30960.0,1,0
31000.0,1,0
31040.0,1,0
31080.000000000004,1,0
31120.0,1,0
31160.0,1,0
31200.0,0,0
31240.000000000004,0,0
31280.0,0,0
31320.0,0,0
31360.0,0,0
31400.000000000004,0,0
31440.0,0,0
31480.0,0,0
31520.0,0,0
31560.000000000004,0,0
31600.0,0,0
31640.0,0,0
31680.0,0,0
31720.000000000004,0,0
31760.0,0,0
31800.0,0,0
31840.0,0,1
31880.0,0,1
31920.0,0,1
31960.0,0,1
32000.0,0,1
32040.0,0,1
32080.0,0,1
32119.999999999996,0,1
32160.000000000004,0,1
32200.000000000004,0,1
32240.000000000004,0,1
32280.0,0,1
32320.0,0,1
32360.0,0,1
32400.0,0,1
32439.999999999996,0,1
32480.000000000004,0,1
32520.000000000004,0,1
32560.000000000004,0,1
32600.0,0,1
32640.0,0,1
32680.0,0,1
32720.0,0,1
32759.999999999996,0,1
32800.0,0,1
32840.0,0,1
32880.0,0,1
32920.0,0,1
32960.0,0,1
33000.0,0,1
33040.0,0,1
33080.0,0,1
33120.0,0,1
33160.00000000001,0,1
33200.0,0,1
33240.0,0,1
33280.0,0,1
33320.0,0,1
33360.0,0,1
33400.0,0,1
33440.0,0,1
33480.00000000001,0,1
33520.0,0,1
33560.0,0,1
33600.0,0,1
33640.0,0,1
33680.0,0,1
33720.0,0,1
33760.0,0,1
33800.0,0,1
33840.0,0,1
33880.0,0,1
33920.0,0,1
33960.0,0,1
34000.0,0,1
34040.0,0,1
34080.0,0,1
34120.0,0,1
34160.00000000001,0,1
34200.0,0,1
34240.0,0,1
34280.0,0,1
34320.0,0,1
34360.0,0,1
34400.0,0,1
34440.0,0,1
34480.00000000001,0,1
34520.0,0,1
34560.0,0,1
34600.0,0,1
34640.0,0,1
34680.0,0,1
34720.0,0,1
34760.0,0,1
34800.00000000001,0,1
34840.0,0,1
34880.0,0,1
34920.0,0,1
34960.0,0,1
35000.0,0,1
35040.0,0,1
35080.0,0,1
35120.0,0,1
35160.00000000001,0,1
35200.0,0,1
35240.0,0,1
35280.0,0,1
35320.0,0,1
35360.0,0,1
35400.0,0,1
35440.0,0,1
35480.00000000001,0,1
35520.0,0,1
35560.0,0,1
35600.0,0,1
35640.0,0,1
35680.0,0,1
35720.0,0,1
35760.0,0,1
35800.00000000001,0,1
35840.0,0,1
35880.0,0,1
35920.0,0,1
35960.0,0,1
36000.0,0,1
36040.0,0,1
36080.0,0,1
36120.0,0,1
36160.00000000001,0,1
36200.0,0,1
36240.0,0,1
36280.0,0,1
36320.0,0,1
36360.0,0,1
36400.0,0,1
36440.0,0,1
36480.00000000001,0,1
36520.0,0,1
36560.0,0,1
36600.0,0,0
36640.0,0,1
36680.0,0,1
36720.0,0,1
36760.0,0,1
36800.00000000001,0,1
36840.0,0,1
36880.0,0,1
36920.0,0,1
36960.0,0,1
37000.0,0,0
37040.0,0,1
37080.0,0,1
37120.0,0,1
37160.00000000001,0,0
37200.0,0,0
37240.0,0,0
37280.0,0,1
37320.0,0,1
37360.0,0,1
37400.0,0,1
37440.0,0,1
37480.00000000001,0,1
37520.0,0,1
37560.0,0,1
37600.0,0,1
37640.0,0,1
37680.0,0,1
37720.0,0,1
37760.0,0,1
37800.00000000001,0,1
37840.0,0,1
37880.0,0,1
37920.0,0,1
37960.0,0,1
38000.0,0,1
38040.0,0,1
38080.0,0,1
38120.0,0,1
38160.00000000001,0,0
38200.0,0,1
38240.0,0,1
38280.0,0,1
38320.0,0,1
38360.0,0,1
38400.0,0,1
38440.0,0,1
38480.00000000001,0,1
38520.0,0,1
38560.0,0,1
38600.0,0,1
38640.0,0,1
38680.0,0,1
38720.0,0,1
38760.0,0,1
38800.00000000001,0,1
38840.0,0,1
38880.0,0,1
38920.0,0,1
38960.0,0,1
39000.0,0,1
39040.0,0,1
39080.0,0,1
39120.0,0,1
39160.00000000001,0,1
39200.0,0,1
39240.0,0,1
39280.0,0,1
39320.0,0,1
39360.0,0,1
39400.0,0,1
39440.0,0,1
39480.00000000001,0,1
39520.0,0,1
39560.0,0,1
39600.0,0,1
39640.0,0,1
39680.0,0,1
39720.0,0,1
39760.0,0,1
39800.00000000001,0,1
39840.0,0,1
39880.0,0,1
39920.0,0,1
39960.0,0,1
40000.0,0,1
40040.0,0,1
40080.0,0,1
40120.0,0,1
40160.00000000001,0,1
40200.0,0,1
40240.0,0,1
40280.0,0,1
40320.0,0,1
40360.0,0,1
40400.0,0,1
40440.0,0,1
40480.00000000001,0,1
40520.0,0,1
40560.0,0,1
40600.0,0,1
40640.0,0,1
40680.0,0,1
40720.0,0,1
40760.0,0,1
40800.00000000001,0,1
40840.0,0,1
40880.0,0,1
40920.0,0,1
40960.0,0,1
41000.0,0,1
41040.0,0,1
41080.0,0,1
41120.0,0,1
41160.00000000001,0,1
41200.0,0,1
41240.0,0,1
41280.0,0,1
41320.0,0,1
41360.0,0,1
41400.0,0,1
41440.0,0,1
41480.00000000001,0,1
41520.0,0,1
41560.0,0,1
41600.0,0,1
41640.0,0,1
41680.0,0,1
41720.0,0,1
41760.0,0,1
41800.00000000001,0,1
41840.0,0,1
41880.0,0,1
41920.0,0,1
41960.0,0,1
42000.0,0,1
42040.0,0,1
42080.0,0,1
42120.0,0,1
42160.00000000001,0,1
42200.0,0,1
42240.0,0,0
42280.0,0,0
42320.0,0,0
42360.0,0,0
42400.0,0,0
42440.0,0,0
42480.00000000001,0,0
42520.0,0,0
42560.0,0,0
42600.0,0,0
42640.0,0,0
42680.0,0,0
42720.0,0,0
42760.0,0,0
42800.00000000001,0,0
42840.0,0,0
42880.0,0,0
42920.0,0,0
42960.0,0,0
43000.0,0,0
43040.0,0,0
43080.0,0,0
43120.0,0,0
43160.00000000001,0,0
43200.0,0,0
43240.0,0,0
43280.0,0,0
43320.0,0,0
43360.0,0,0
43400.0,0,0
43440.0,0,0
43480.00000000001,0,0
43520.0,0,0
43560.0,0,0
43600.0,0,0
43640.0,0,0
43680.0,0,0
43720.0,0,0
43760.0,0,0
43800.00000000001,0,0
43840.0,0,0
43880.0,0,0
43920.0,0,0
43960.0,0,0
44000.0,0,0
44040.0,0,0
44080.0,0,0
44120.0,0,0
44160.00000000001,0,0
44200.0,0,0
44240.0,0,0
44280.0,0,0
44320.0,0,0
44360.0,0,0
44400.0,0,0
44440.0,0,0
44480.00000000001,0,0
44520.0,0,0
44560.0,0,0
44600.0,0,0
44640.0,0,0
44680.0,0,0
44720.0,0,0
44760.0,0,0
44800.00000000001,0,0
44840.0,0,0
44880.0,0,0
44920.0,0,0
44960.0,0,0
45000.0,0,0
45040.0,0,0
45080.0,0,0
45120.0,0,0
45160.00000000001,0,0
45200.0,0,0
45240.0,0,0
45280.0,0,0
45320.0,0,0
45360.0,0,0
45400.0,0,0
45440.0,0,0
45480.00000000001,0,0
45520.0,0,0
45560.0,0,0
45600.0,0,0
45640.0,0,0
45680.0,0,0
45720.0,0,0
45760.0,0,0
45800.00000000001,0,0
45840.0,0,0
45880.0,0,0
45920.0,0,0
45960.0,0,0
46000.0,0,0
46040.0,0,0
46080.0,0,0
46120.0,0,0
46160.00000000001,0,0
46200.0,0,0
46240.0,0,0
46280.0,0,0
46320.0,0,0
46360.0,0,0
46400.0,0,0
46440.0,0,0
46480.00000000001,0,0
46520.0,0,0
46560.0,0,0
46600.0,0,0
46640.0,0,0
46680.0,0,0
46720.0,0,0
46760.0,0,0
46800.00000000001,0,0
46840.0,0,0
46880.0,0,0
46920.0,0,0
46960.0,0,0
47000.0,0,0
47040.0,0,0
47080.0,0,0
47120.0,0,0
47160.00000000001,0,0
47200.0,0,0
47240.0,0,0
47280.0,0,0
47320.0,0,0
47360.0,0,0
47400.0,0,0
47440.0,0,0
47480.00000000001,0,0
47520.0,0,0
47560.0,0,0
47600.0,0,0
47640.0,0,0
47680.0,0,0
47720.0,0,0
47760.0,0,0
47800.00000000001,0,0
47840.0,0,0
47880.0,0,0
47920.0,0,0
47960.0,0,0
48000.0,0,0
48040.0,0,0
48080.0,0,0
48120.00000000001,0,0
48160.00000000001,0,0
48200.0,0,0
48240.0,0,0
48280.0,0,0
48320.0,0,0
48360.0,0,0
48400.0,0,0
48440.0,0,0
48480.00000000001,0,0
48520.0,0,0
48560.0,0,0
48600.0,0,0
48640.0,0,0
48680.0,0,0
48720.0,0,0
48760.0,0,0
48800.00000000001,0,0
48840.0,0,0
48880.0,0,0
48920.0,0,0
48960.0,0,0
49000.0,0,0
49040.0,0,0
49080.0,0,0
49120.00000000001,0,0
49160.00000000001,0,0
49200.0,0,0
49240.0,0,0
49280.0,0,0
49320.0,0,0
49360.0,0,0
49400.0,0,0
49440.0,0,0
49480.00000000001,0,0
49520.0,0,0
49560.0,0,0
49600.0,0,0
49640.0,0,0
49680.0,0,0
49720.0,0,0
49760.0,0,0
49800.00000000001,0,0
49840.0,0,0
49880.0,0,0
49920.0,0,0
49960.0,0,0
50000.0,0,0
50040.0,0,0
50080.0,0,0
50120.00000000001,0,0
50160.00000000001,0,0
50200.0,0,0
50240.0,0,0
50280.0,0,0
50320.0,0,0
50360.0,0,0
50400.0,0,0
50440.0,0,0
50480.00000000001,0,0
50520.0,0,0
50560.0,0,0
50600.0,0,0
50640.0,0,0
50680.0,0,0
50720.0,0,0
50760.0,0,0
50800.00000000001,0,0
50840.0,0,0
50880.0,0,0
50920.0,0,0
50960.0,0,0
51000.0,0,0
51040.0,0,0
51080.0,0,0
51120.00000000001,0,0
51160.00000000001,0,0
51200.0,0,0
51240.0,0,0
51280.0,0,0
51320.0,0,0
51360.0,0,0
51400.0,0,0
51440.0,0,0
51480.00000000001,0,0
51520.0,0,0
51560.0,0,0
51600.0,0,0
51640.0,0,0
51680.0,0,0
51720.0,0,0
51760.0,0,0
51800.00000000001,0,0
51840.0,0,0
51880.0,0,0
51920.0,0,0
51960.0,0,0
52000.0,0,0
52040.0,0,0
52080.0,0,0
52120.00000000001,0,0
52160.00000000001,0,0
52200.0,0,0
52240.0,0,0
52280.0,0,0
52320.0,0,0
52360.0,0,0
52400.0,0,0
52440.0,0,0
52480.00000000001,0,0
52520.0,0,0
52560.0,0,0
52600.0,0,0
52640.0,0,0
52680.0,0,0
52720.0,0,0
52760.0,0,0
52800.00000000001,0,0
52840.0,0,0
52880.0,0,0
52920.0,0,0
52960.0,0,0
53000.0,0,0
53040.0,0,0
53080.0,0,0
53120.00000000001,0,0
53160.00000000001,0,0
53200.0,0,0
53240.0,0,0
53280.0,0,0
53320.0,0,0
53360.0,0,0
53400.0,0,0
53440.0,0,0
53480.00000000001,0,0
53520.0,0,0
53560.0,0,0
53600.0,0,0
53640.0,0,1
53680.0,0,1
53720.0,0,1
53760.0,0,1
53800.00000000001,0,1
53840.0,0,1
53880.0,0,1
53920.0,0,1
53960.0,0,1
54000.0,0,1
54040.0,0,1
54080.0,0,1
54120.00000000001,0,1
54160.00000000001,0,1
54200.0,0,1
54240.0,0,1
54280.0,0,1
54320.0,0,1
54360.0,0,1
54400.0,0,1
54440.0,0,1
54480.00000000001,0,1
54520.0,0,1
54560.0,0,1
54600.0,0,1
54640.0,0,1
54680.0,0,1
54720.0,0,1
54760.0,0,1
54800.00000000001,0,1
54840.0,0,1
54880.0,0,1
54920.0,0,1
54960.0,0,1
55000.0,0,1
55040.0,0,1
55080.0,0,1
55120.00000000001,0,1
55160.00000000001,0,1
55200.0,0,1
55240.0,0,1
55280.0,0,1
55320.0,0,1
55360.0,0,1
55400.0,0,1
55440.0,0,1
55480.00000000001,0,1
55520.0,0,1
55560.0,0,1
55600.0,0,1
55640.0,0,1
55680.0,0,1
55720.0,0,1
55760.0,0,1
55800.00000000001,0,1
55840.0,0,1
55880.0,0,1
55920.0,0,1
55960.0,0,1
56000.0,0,1
56040.0,0,1
56080.0,0,1
56120.00000000001,0,1
56160.00000000001,0,1
56200.0,0,1
56240.0,0,1
56280.0,0,1
56320.0,0,1
56360.0,0,1
56400.0,0,1
56440.0,0,1
56480.00000000001,0,1
56520.0,0,1
56560.0,0,1
56600.0,0,1
56640.0,0,1
56680.0,0,1
56720.0,0,1
56760.0,0,1
56800.00000000001,0,1
56840.0,0,1
56880.0,0,1
56920.0,0,1
56960.0,0,1
57000.0,0,1
57040.0,0,1
57080.0,0,1
57120.00000000001,0,1
57160.00000000001,0,1
57200.0,0,1
57240.0,0,1
57280.0,0,1
57320.0,0,1
57360.0,0,1
57400.0,0,1
57440.0,0,1
57480.00000000001,0,1
57520.0,0,1
57560.0,0,1
57600.0,0,1
57640.0,0,1
57680.0,0,1
57720.0,0,1
57760.0,0,1
57800.00000000001,0,1
57840.0,0,1
57880.0,0,1
57920.0,0,1
57960.0,0,1
58000.0,0,1
58040.0,0,1
58080.0,0,1
58120.00000000001,0,1
58160.00000000001,0,1
58200.0,0,1
58240.0,0,1
58280.0,0,1
58320.0,0,1
58360.0,0,1
58400.0,0,1
58440.0,0,1
58480.00000000001,0,1
58520.0,0,1
58560.0,0,1
58600.0,0,1
58640.0,0,1
58680.0,0,1
58720.0,0,1
58760.0,0,1
58800.00000000001,0,1
58840.0,0,1
58880.0,1,1
58920.0,1,1
58960.0,1,1
59000.0,1,1
59040.0,1,1
59080.0,1,1
59120.00000000001,1,1
59160.00000000001,1,1
